"Cell line","Culture","Pool","Dose","Vehicle","log2-fold change","Viability"
"SNU1214_UPPER_AERODIGESTIVE_TRACT","PR500","P120","5","DMSO","0.729","1.66"
"MELHO_SKIN","PR500","P110","5","DMSO","0.73","1.66"
"SKHEP1_LIVER","PR500","P108","5","DMSO","0.743","1.67"
"COLO679_SKIN","PR500","P108","45","DMSO","0.741","1.67"
"GAMG_CENTRAL_NERVOUS_SYSTEM","PR500","P111","5","DMSO","0.743","1.67"
"PC3_PROSTATE","PR500","P113","5","DMSO","0.742","1.67"
"KYSE520_OESOPHAGUS","PR500","P115","45","DMSO","0.74","1.67"
"MCAS_OVARY","PR500","P104","45","DMSO","0.742","1.67"
"SUIT2_PANCREAS","PR500","P104","45","DMSO","0.742","1.67"
"JHH5_LIVER","PR500","P109","5","DMSO","0.738","1.67"
"OE33_OESOPHAGUS","PR500","P109","5","DMSO","0.739","1.67"
"RT112_URINARY_TRACT","PR500","P112","45","DMSO","0.739","1.67"
"YD8_UPPER_AERODIGESTIVE_TRACT","PR500","P105","45","DMSO","0.741","1.67"
"BICR6_UPPER_AERODIGESTIVE_TRACT","PR500","P119","45","DMSO","0.74","1.67"
"CAL62_THYROID","PR500","P101","45","DMSO","0.737","1.67"
"NCIH2172_LUNG","PR500","P108","5","DMSO","0.746","1.68"
"PANC1_PANCREAS","PR500","P106","5","DMSO","0.75","1.68"
"MCAS_OVARY","PR500","P104","5","DMSO","0.749","1.68"
"COLO783_SKIN","PR500","P109","5","DMSO","0.752","1.68"
"HCC1438_LUNG","PR500","P109","5","DMSO","0.746","1.68"
"MEWO_SKIN","PR500","P110","5","DMSO","0.747","1.68"
"LN18_CENTRAL_NERVOUS_SYSTEM","PR500","P112","45","DMSO","0.745","1.68"
"KNS60_CENTRAL_NERVOUS_SYSTEM","PR500","P112","5","DMSO","0.753","1.68"
"NCIH2110_LUNG","PR500","P117","45","DMSO","0.746","1.68"
"WM88_SKIN","PR500","P117","45","DMSO","0.751","1.68"
"SNU46_UPPER_AERODIGESTIVE_TRACT","PR500","P120","5","DMSO","0.749","1.68"
"SW948_LARGE_INTESTINE","PR500","P111","45","DMSO","0.747","1.68"
"QGP1_PANCREAS","PR500","P103","5","DMSO","0.758","1.69"
"PECAPJ15_UPPER_AERODIGESTIVE_TRACT","PR500","P103","45","DMSO","0.759","1.69"
"NCIH1581_LUNG","PR500","P106","5","DMSO","0.754","1.69"
"RVH421_SKIN","PR500","P114","5","DMSO","0.756","1.69"
"T3M10_LUNG","PR500","P112","45","DMSO","0.753","1.69"
"TE14_OESOPHAGUS","PR500","P118","45","DMSO","0.755","1.69"
"KP4_PANCREAS","PR500","P101","5","DMSO","0.757","1.69"
"HGC27_STOMACH","PR500","P101","45","DMSO","0.755","1.69"
"PECAPJ15_UPPER_AERODIGESTIVE_TRACT","PR500","P103","5","DMSO","0.764","1.7"
"NCIH1944_LUNG","PR500","P115","5","DMSO","0.767","1.7"
"IGROV1_OVARY","PR500","P104","5","DMSO","0.765","1.7"
"H4_CENTRAL_NERVOUS_SYSTEM","PR500","P104","5","DMSO","0.764","1.7"
"CAPAN2_PANCREAS","PR500","P120","45","DMSO","0.763","1.7"
"AGS_STOMACH","PR500","P101","45","DMSO","0.765","1.7"
"HT1080_SOFT_TISSUE","PR500","P102","5","DMSO","0.77","1.71"
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM","PR500","P106","5","DMSO","0.774","1.71"
"WM2664_SKIN","PR500","P111","45","DMSO","0.771","1.71"
"NCIH1703_LUNG","PR500","P111","45","DMSO","0.776","1.71"
"CAL62_THYROID","PR500","P101","5","DMSO","0.778","1.71"
"SNU1076_UPPER_AERODIGESTIVE_TRACT","PR500","P102","5","DMSO","0.784","1.72"
"HCC1359_LUNG","PR500","P106","45","DMSO","0.778","1.72"
"NCIH1792_LUNG","PR500","P115","45","DMSO","0.78","1.72"
"NCIH2087_LUNG","PR500","P115","45","DMSO","0.779","1.72"
"GI1_CENTRAL_NERVOUS_SYSTEM","PR500","P111","5","DMSO","0.78","1.72"
"FADU_UPPER_AERODIGESTIVE_TRACT","PR500","P105","5","DMSO","0.784","1.72"
"PECAPJ49_UPPER_AERODIGESTIVE_TRACT","PR500","P116","5","DMSO","0.782","1.72"
"HCC1428_BREAST","PR500","P117","5","DMSO","0.78","1.72"
"SNU46_UPPER_AERODIGESTIVE_TRACT","PR500","P120","45","DMSO","0.779","1.72"
"SNU869_BILIARY_TRACT","PR500","P120","5","DMSO","0.782","1.72"
"SNU466_CENTRAL_NERVOUS_SYSTEM","PR500","P116","5","DMSO","0.792","1.73"
"NCIH1373_LUNG","PR500","P113","45","DMSO","0.792","1.73"
"2313287_STOMACH","PR500","P117","45","DMSO","0.79","1.73"
"NCIH2170_LUNG","PR500","P117","5","DMSO","0.794","1.73"
"RMUGS_OVARY","PR500","P110","5","DMSO","0.794","1.73"
"HEYA8_OVARY","PR500","P101","45","DMSO","0.787","1.73"
"NCIH322_LUNG","PR500","P107","45","DMSO","0.801","1.74"
"PK59_PANCREAS","PR500","P114","45","DMSO","0.797","1.74"
"DANG_PANCREAS","PR500","P114","5","DMSO","0.799","1.74"
"LMSU_STOMACH","PR500","P114","5","DMSO","0.801","1.74"
"SF126_CENTRAL_NERVOUS_SYSTEM","PR500","P105","45","DMSO","0.8","1.74"
"KMRC20_KIDNEY","PR500","P110","45","DMSO","0.8","1.74"
"PANC0403_PANCREAS","PR500","P117","45","DMSO","0.803","1.74"
"JHH1_LIVER","PR500","P111","45","DMSO","0.796","1.74"
"ES2_OVARY","PR500","P101","5","DMSO","0.801","1.74"
"BECKER_CENTRAL_NERVOUS_SYSTEM","PR500","P103","45","DMSO","0.808","1.75"
"SNU761_LIVER","PR500","P107","45","DMSO","0.811","1.75"
"KYSE270_OESOPHAGUS","PR500","P105","45","DMSO","0.811","1.75"
"SNU719_STOMACH","PR500","P120","45","DMSO","0.808","1.75"
"SCABER_URINARY_TRACT","PR500","P108","5","DMSO","0.817","1.76"
"JHH6_LIVER","PR500","P102","45","DMSO","0.818","1.76"
"VMCUB1_URINARY_TRACT","PR500","P102","45","DMSO","0.816","1.76"
"VMRCRCW_KIDNEY","PR500","P103","45","DMSO","0.812","1.76"
"CORL23_LUNG","PR500","P107","45","DMSO","0.815","1.76"
"HCC1428_BREAST","PR500","P117","45","DMSO","0.812","1.76"
"UBLC1_URINARY_TRACT","PR500","P120","5","DMSO","0.813","1.76"
"SNB75_CENTRAL_NERVOUS_SYSTEM","PR500","P110","45","DMSO","0.814","1.76"
"AGS_STOMACH","PR500","P101","5","DMSO","0.815","1.76"
"G402_SOFT_TISSUE","PR500","P103","5","DMSO","0.825","1.77"
"TE6_OESOPHAGUS","PR500","P115","5","DMSO","0.827","1.77"
"SF126_CENTRAL_NERVOUS_SYSTEM","PR500","P105","5","DMSO","0.825","1.77"
"K029AX_SKIN","PR500","P112","5","DMSO","0.824","1.77"
"SW1271_LUNG","PR500","P117","45","DMSO","0.825","1.77"
"HMC18_BREAST","PR500","P101","45","DMSO","0.824","1.77"
"SNU423_LIVER","PR500","P115","45","DMSO","0.835","1.78"
"HCT116_LARGE_INTESTINE","PR500","P104","5","DMSO","0.828","1.78"
"CJM_SKIN","PR500","P109","5","DMSO","0.834","1.78"
"A673_BONE","PR500","P109","45","DMSO","0.832","1.78"
"HCC44_LUNG","PR500","P104","45","DMSO","0.836","1.78"
"NCIH2110_LUNG","PR500","P117","5","DMSO","0.831","1.78"
"769P_KIDNEY","PR500","P118","5","DMSO","0.828","1.78"
"UMUC1_URINARY_TRACT","PR500","P119","5","DMSO","0.829","1.78"
"CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","PR500","P119","45","DMSO","0.835","1.78"
"HT144_SKIN","PR500","P111","5","DMSO","0.829","1.78"
"KYSE180_OESOPHAGUS","PR500","P106","45","DMSO","0.844","1.79"
"TOV21G_OVARY","PR500","P114","5","DMSO","0.836","1.79"
"SW1990_PANCREAS","PR500","P115","45","DMSO","0.841","1.79"
"EFM192A_BREAST","PR500","P115","45","DMSO","0.837","1.79"
"SNGM_ENDOMETRIUM","PR500","P110","5","DMSO","0.843","1.79"
"CAL51_BREAST","PR500","P110","45","DMSO","0.839","1.79"
"MDAMB468_BREAST","PR500","P112","45","DMSO","0.844","1.79"
"KYSE140_OESOPHAGUS","PR500","P118","45","DMSO","0.837","1.79"
"HEC108_ENDOMETRIUM","PR500","P116","45","DMSO","0.842","1.79"
"A2780_OVARY","PR500","P101","5","DMSO","0.841","1.79"
"NUGC4_STOMACH","PR500","P106","5","DMSO","0.845","1.8"
"HCC1806_BREAST","PR500","P115","5","DMSO","0.851","1.8"
"NCIH1568_LUNG","PR500","P115","5","DMSO","0.847","1.8"
"CAL27_UPPER_AERODIGESTIVE_TRACT","PR500","P105","5","DMSO","0.846","1.8"
"PANC0403_PANCREAS","PR500","P117","5","DMSO","0.851","1.8"
"KNS42_CENTRAL_NERVOUS_SYSTEM","PR500","P117","45","DMSO","0.85","1.8"
"NCIH2172_LUNG","PR500","P108","45","DMSO","0.854","1.81"
"KYSE270_OESOPHAGUS","PR500","P105","5","DMSO","0.857","1.81"
"NCIH1648_LUNG","PR500","P110","5","DMSO","0.858","1.81"
"SW1088_CENTRAL_NERVOUS_SYSTEM","PR500","P116","45","DMSO","0.859","1.81"
"U118MG_CENTRAL_NERVOUS_SYSTEM","PR500","P120","5","DMSO","0.856","1.81"
"ONCODG1_OVARY","PR500","P120","45","DMSO","0.857","1.81"
"LNCAPCLONEFGC_PROSTATE","PR500","P120","5","DMSO","0.852","1.81"
"RCM1_LARGE_INTESTINE","PR500","P119","45","DMSO","0.852","1.81"
"AN3CA_ENDOMETRIUM","PR500","P108","5","DMSO","0.865","1.82"
"CFPAC1_PANCREAS","PR500","P110","45","DMSO","0.865","1.82"
"MKN45_STOMACH","PR500","P113","45","DMSO","0.864","1.82"
"HEYA8_OVARY","PR500","P101","5","DMSO","0.867","1.82"
"SKUT1_SOFT_TISSUE","PR500","P108","5","DMSO","0.873","1.83"
"A2058_SKIN","PR500","P102","45","DMSO","0.871","1.83"
"NCIH838_LUNG","PR500","P104","45","DMSO","0.87","1.83"
"TEN_ENDOMETRIUM","PR500","P119","45","DMSO","0.873","1.83"
"MIAPACA2_PANCREAS","PR500","P101","5","DMSO","0.881","1.84"
"YAPC_PANCREAS","PR500","P108","45","DMSO","0.877","1.84"
"PATU8902_PANCREAS","PR500","P103","45","DMSO","0.882","1.84"
"NCIH322_LUNG","PR500","P107","5","DMSO","0.879","1.84"
"MKN74_STOMACH","PR500","P106","45","DMSO","0.877","1.84"
"PSN1_PANCREAS","PR500","P105","5","DMSO","0.882","1.84"
"TE10_OESOPHAGUS","PR500","P118","45","DMSO","0.882","1.84"
"SQ1_LUNG","PR500","P119","45","DMSO","0.878","1.84"
"COLO680N_OESOPHAGUS","PR500","P119","45","DMSO","0.883","1.84"
"U2OS_BONE","PR500","P111","45","DMSO","0.879","1.84"
"SW480_LARGE_INTESTINE","PR500","P108","45","DMSO","0.887","1.85"
"YD38_UPPER_AERODIGESTIVE_TRACT","PR500","P102","5","DMSO","0.887","1.85"
"TE8_OESOPHAGUS","PR500","P104","45","DMSO","0.885","1.85"
"OC314_OVARY","PR500","P109","5","DMSO","0.888","1.85"
"DETROIT562_UPPER_AERODIGESTIVE_TRACT","PR500","P116","5","DMSO","0.89","1.85"
"KNS42_CENTRAL_NERVOUS_SYSTEM","PR500","P117","5","DMSO","0.887","1.85"
"UACC62_SKIN","PR500","P120","5","DMSO","0.89","1.85"
"YD38_UPPER_AERODIGESTIVE_TRACT","PR500","P102","45","DMSO","0.895","1.86"
"SNU886_LIVER","PR500","P103","45","DMSO","0.899","1.86"
"SNU886_LIVER","PR500","P103","5","DMSO","0.895","1.86"
"CAL29_URINARY_TRACT","PR500","P107","5","DMSO","0.892","1.86"
"KYSE510_OESOPHAGUS","PR500","P107","5","DMSO","0.903","1.87"
"IGR37_SKIN","PR500","P102","5","DMSO","0.906","1.87"
"LI7_LIVER","PR500","P102","5","DMSO","0.9","1.87"
"BECKER_CENTRAL_NERVOUS_SYSTEM","PR500","P103","5","DMSO","0.904","1.87"
"LCLC103H_LUNG","PR500","P106","45","DMSO","0.905","1.87"
"OUMS23_LARGE_INTESTINE","PR500","P113","5","DMSO","0.902","1.87"
"PANC1005_PANCREAS","PR500","P111","45","DMSO","0.9","1.87"
"LCLC103H_LUNG","PR500","P106","5","DMSO","0.914","1.88"
"RKN_SOFT_TISSUE","PR500","P109","45","DMSO","0.914","1.88"
"HCC56_LARGE_INTESTINE","PR500","P113","45","DMSO","0.913","1.88"
"SNU1105_CENTRAL_NERVOUS_SYSTEM","PR500","P116","5","DMSO","0.907","1.88"
"PK45H_PANCREAS","PR500","P115","45","DMSO","0.919","1.89"
"TT_OESOPHAGUS","PR500","P110","5","DMSO","0.916","1.89"
"SW1088_CENTRAL_NERVOUS_SYSTEM","PR500","P116","5","DMSO","0.922","1.89"
"KYSE30_OESOPHAGUS","PR500","P108","45","DMSO","0.924","1.9"
"BFTC909_KIDNEY","PR500","P102","5","DMSO","0.924","1.9"
"BICR16_UPPER_AERODIGESTIVE_TRACT","PR500","P118","5","DMSO","0.926","1.9"
"HCC78_LUNG","PR500","P109","45","DMSO","0.933","1.91"
"HSC3_UPPER_AERODIGESTIVE_TRACT","PR500","P112","5","DMSO","0.935","1.91"
"HEP3B217_LIVER","PR500","P113","45","DMSO","0.933","1.91"
"IPC298_SKIN","PR500","P118","5","DMSO","0.93","1.91"
"MDAMB435S_SKIN","PR500","P110","45","DMSO","0.933","1.91"
"NCIH520_LUNG","PR500","P103","5","DMSO","0.938","1.92"
"KYSE150_OESOPHAGUS","PR500","P105","5","DMSO","0.939","1.92"
"DETROIT562_UPPER_AERODIGESTIVE_TRACT","PR500","P116","45","DMSO","0.942","1.92"
"A704_KIDNEY","PR500","P108","5","DMSO","0.946","1.93"
"NCIH460_LUNG","PR500","P102","5","DMSO","0.946","1.93"
"SJSA1_BONE","PR500","P102","45","DMSO","0.947","1.93"
"HPAC_PANCREAS","PR500","P104","5","DMSO","0.945","1.93"
"HCC56_LARGE_INTESTINE","PR500","P113","5","DMSO","0.952","1.93"
"HDQP1_BREAST","PR500","P116","5","DMSO","0.947","1.93"
"U251MG_CENTRAL_NERVOUS_SYSTEM","PR500","P111","5","DMSO","0.952","1.93"
"SNU61_LARGE_INTESTINE","PR500","P103","5","DMSO","0.954","1.94"
"PANC0203_PANCREAS","PR500","P115","5","DMSO","0.955","1.94"
"A172_CENTRAL_NERVOUS_SYSTEM","PR500","P105","45","DMSO","0.952","1.94"
"T3M10_LUNG","PR500","P112","5","DMSO","0.953","1.94"
"NCIH2444_LUNG","PR500","P120","45","DMSO","0.956","1.94"
"SW900_LUNG","PR500","P119","5","DMSO","0.958","1.94"
"BICR31_UPPER_AERODIGESTIVE_TRACT","PR500","P119","45","DMSO","0.958","1.94"
"RCM1_LARGE_INTESTINE","PR500","P119","5","DMSO","0.957","1.94"
"RERFLCAI_LUNG","PR500","P113","5","DMSO","0.967","1.95"
"SNU81_LARGE_INTESTINE","PR500","P117","5","DMSO","0.961","1.95"
"GCIY_STOMACH","PR500","P105","5","DMSO","0.967","1.95"
"NCIH1437_LUNG","PR500","P107","45","DMSO","0.974","1.96"
"OE21_OESOPHAGUS","PR500","P118","5","DMSO","0.97","1.96"
"KP4_PANCREAS","PR500","P101","45","DMSO","0.974","1.96"
"VMRCRCZ_KIDNEY","PR500","P114","5","DMSO","0.975","1.97"
"RMUGS_OVARY","PR500","P110","45","DMSO","0.979","1.97"
"HMC18_BREAST","PR500","P101","5","DMSO","0.976","1.97"
"SW1990_PANCREAS","PR500","P115","5","DMSO","0.983","1.98"
"CFPAC1_PANCREAS","PR500","P110","5","DMSO","0.983","1.98"
"SNU213_PANCREAS","PR500","P105","5","DMSO","0.984","1.98"
"HEC108_ENDOMETRIUM","PR500","P116","5","DMSO","0.986","1.98"
"COV362_OVARY","PR500","P120","5","DMSO","0.983","1.98"
"SNU423_LIVER","PR500","P115","5","DMSO","0.989","1.99"
"BFTC905_URINARY_TRACT","PR500","P109","5","DMSO","0.992","1.99"
"MDAMB436_BREAST","PR500","P113","5","DMSO","0.995","1.99"
"KNS81_CENTRAL_NERVOUS_SYSTEM","PR500","P117","45","DMSO","0.992","1.99"
"NCIH2122_LUNG","PR500","P114","45","DMSO","0.998","2"
"SF295_CENTRAL_NERVOUS_SYSTEM","PR500","P101","45","DMSO","1","2"
"NCIH1563_LUNG","PR500","P106","45","DMSO","1.01","2.01"
"8505C_THYROID","PR500","P107","45","DMSO","1.01","2.01"
"CALU6_LUNG","PR500","P113","45","DMSO","1.01","2.01"
"T47D_BREAST","PR500","P114","5","DMSO","1.01","2.01"
"SNU213_PANCREAS","PR500","P105","45","DMSO","1","2.01"
"UBLC1_URINARY_TRACT","PR500","P120","45","DMSO","1.01","2.01"
"PATU8902_PANCREAS","PR500","P103","5","DMSO","1.01","2.02"
"BEN_LUNG","PR500","P106","5","DMSO","1.02","2.02"
"PK1_PANCREAS","PR500","P106","5","DMSO","1.02","2.02"
"NCIH2122_LUNG","PR500","P114","5","DMSO","1.02","2.02"
"HLF_LIVER","PR500","P101","45","DMSO","1.01","2.02"
"HCC4006_LUNG","PR500","P106","45","DMSO","1.02","2.03"
"MG63_BONE","PR500","P105","45","DMSO","1.02","2.03"
"SW620_LARGE_INTESTINE","PR500","P108","45","DMSO","1.03","2.04"
"SW837_LARGE_INTESTINE","PR500","P108","45","DMSO","1.03","2.04"
"ZR751_BREAST","PR500","P115","45","DMSO","1.03","2.04"
"NCIH1975_LUNG","PR500","P107","5","DMSO","1.03","2.04"
"SUIT2_PANCREAS","PR500","P104","5","DMSO","1.03","2.04"
"LN18_CENTRAL_NERVOUS_SYSTEM","PR500","P112","5","DMSO","1.03","2.04"
"HCC95_LUNG","PR500","P112","5","DMSO","1.03","2.05"
"BCPAP_THYROID","PR500","P116","5","DMSO","1.03","2.05"
"NCIH1915_LUNG","PR500","P120","5","DMSO","1.03","2.05"
"YD10B_UPPER_AERODIGESTIVE_TRACT","PR500","P101","5","DMSO","1.03","2.05"
"YKG1_CENTRAL_NERVOUS_SYSTEM","PR500","P108","45","DMSO","1.04","2.06"
"RT112_URINARY_TRACT","PR500","P112","5","DMSO","1.04","2.06"
"NCIH650_LUNG","PR500","P117","5","DMSO","1.04","2.06"
"PANC0813_PANCREAS","PR500","P116","5","DMSO","1.05","2.07"
"NUGC4_STOMACH","PR500","P106","45","DMSO","1.06","2.08"
"NCIH1703_LUNG","PR500","P111","5","DMSO","1.05","2.08"
"KP2_PANCREAS","PR500","P109","45","DMSO","1.07","2.09"
"CALU1_LUNG","PR500","P106","45","DMSO","1.07","2.1"
"HEP3B217_LIVER","PR500","P113","5","DMSO","1.07","2.1"
"SW620_LARGE_INTESTINE","PR500","P108","5","DMSO","1.07","2.11"
"CORL23_LUNG","PR500","P107","5","DMSO","1.08","2.11"
"253J_URINARY_TRACT","PR500","P104","5","DMSO","1.08","2.11"
"SW780_URINARY_TRACT","PR500","P109","5","DMSO","1.09","2.13"
"MPP89_PLEURA","PR500","P105","45","DMSO","1.1","2.14"
"A2058_SKIN","PR500","P102","5","DMSO","1.1","2.15"
"CALU6_LUNG","PR500","P113","5","DMSO","1.11","2.15"
"HEC265_ENDOMETRIUM","PR500","P109","45","DMSO","1.11","2.15"
"NCIH23_LUNG","PR500","P117","5","DMSO","1.1","2.15"
"639V_URINARY_TRACT","PR500","P104","5","DMSO","1.11","2.16"
"NCIH1693_LUNG","PR500","P118","45","DMSO","1.11","2.16"
"SNU601_STOMACH","PR500","P111","5","DMSO","1.12","2.17"
"SW1573_LUNG","PR500","P103","45","DMSO","1.12","2.18"
"TE5_OESOPHAGUS","PR500","P112","45","DMSO","1.12","2.18"
"DU145_PROSTATE","PR500","P109","5","DMSO","1.14","2.2"
"HCC1143_BREAST","PR500","P116","45","DMSO","1.14","2.2"
"VMCUB1_URINARY_TRACT","PR500","P102","5","DMSO","1.15","2.22"
"BHT101_THYROID","PR500","P103","5","DMSO","1.15","2.22"
"SKMEL30_SKIN","PR500","P114","45","DMSO","1.15","2.23"
"KYSE30_OESOPHAGUS","PR500","P108","5","DMSO","1.16","2.24"
"A101D_SKIN","PR500","P103","5","DMSO","1.17","2.25"
"BICR6_UPPER_AERODIGESTIVE_TRACT","PR500","P119","5","DMSO","1.17","2.25"
"NCIH1437_LUNG","PR500","P107","5","DMSO","1.18","2.27"
"SNUC4_LARGE_INTESTINE","PR500","P114","5","DMSO","1.18","2.27"
"HCC15_LUNG","PR500","P110","45","DMSO","1.19","2.28"
"42MGBA_CENTRAL_NERVOUS_SYSTEM","PR500","P102","45","DMSO","1.21","2.31"
"HPAC_PANCREAS","PR500","P104","45","DMSO","1.21","2.31"
"NCIH1915_LUNG","PR500","P120","45","DMSO","1.22","2.33"
"PANC0203_PANCREAS","PR500","P115","45","DMSO","1.23","2.34"
"HUH6_LIVER","PR500","P114","5","DMSO","1.27","2.41"
"ASPC1_PANCREAS","PR500","P120","5","DMSO","1.3","2.47"
"KYSE180_OESOPHAGUS","PR500","P106","5","DMSO","1.31","2.48"
"SCC25_UPPER_AERODIGESTIVE_TRACT","PR500","P118","45","DMSO","1.36","2.56"
"SW948_LARGE_INTESTINE","PR500","P111","5","DMSO","1.41","2.65"
"MON_SOFT_TISSUE","PR500","P118","5","DMSO","1.53","2.89"
